,primaryMedia,primaryMaker,Title,Date,Classifications,Object number
16,,Charles Jeffries Bangert,Grass Series IV,1981,Drawing,2008.27.24
17,,Charles Jeffries Bangert,Grass Series V,1982,Drawing,2008.27.25
18,,Charles Jeffries Bangert,Grass Series VI,1983,Drawing,2008.27.26
19,,Colette Stuebe Bangert,Natural Coloring: With Blue,1986,Drawing,2008.27.27
20,,Colette Stuebe Bangert,Katie: Field Oval Red I,1986,Drawing,2008.27.28
21,,Charles Jeffries Bangert,Katie: Field Grayed Green,1986,Drawing,2008.27.29
22,,Charles Jeffries Bangert,Katie: Grayed,1986,Drawing,2008.27.30
23,,Charles Jeffries Bangert,Dawn's Diagonals,1989,Drawing,2008.27.31a
24,,Colette Stuebe Bangert,Dawn's Diagonals,1989,Drawing,2008.27.31b
25,,Charles Jeffries Bangert,Dawn's Diagonals,1989,Drawing,2008.27.31c
26,,Charles Jeffries Bangert,Dawn's Diagonals,1989,Drawing,2008.27.31d
27,,Charles Jeffries Bangert,Dawn's Diagonals,1989,Drawing,2008.27.31e
28,,Colette Stuebe Bangert,Dawn's Diagonals,1989,Drawing,2008.27.31f
29,,Charles Jeffries Bangert,Dawn's Diagonals,1989,Drawing,2008.27.31g
30,,Colette Stuebe Bangert,Dawn's Diagonals,1989,Drawing,2008.27.31h
31,,Charles Jeffries Bangert,Dawn's Diagonals,1989,Drawing,2008.27.31i
32,,Colette Stuebe Bangert,Naturally Growing: Four Sections,1989,Drawing,2008.27.32
33,,Charles Jeffries Bangert,Ground Details: A,1991,Drawing,2008.27.33a
34,,Colette Stuebe Bangert,Ground Details: B,1991,Drawing,2008.27.33b
35,,Charles Jeffries Bangert,Ground Details: C,1991,Drawing,2008.27.33c
36,,Colette Stuebe Bangert,Ground Details: A,2004,Print,2008.27.34a
37,,Colette Stuebe Bangert,Ground Details: B,2004,Print,2008.27.34b
38,,Charles Jeffries Bangert,Ground Details: C,2004,Print,2008.27.34c
39,,Charles Jeffries Bangert,On the Ground,2005,Print,2008.27.35
40,,Colette Stuebe Bangert,Inland: Midgreening,"March 31, 2008",Drawing,2008.28.1
41,,Colette Stuebe Bangert,The Plains Series: AC29 33 IAM = 4,"July 3, 2008",Print,2008.28.2
42,,Charles Jeffries Bangert,The Plains Series: AC29 26 IAM = 4,"July 8, 2008",Print,2008.28.3
43,,Colette Stuebe Bangert,The Plains Series: AC29 37 IAM = 4,"July 23, 2008",Print,2008.28.4
44,,Robert Motherwell,Roth-Händle,1974–75,Print,2008.29
45,,Roman Verostko,Pathway Series,1987,Drawing,2008.30.1
46,,Roman Verostko,Gaia Series,"1989, drawn 2003",Drawing,2008.30.2
47,,Roman Verostko,Derivations of the Laws of the Symbols of Logic from the Laws of the Operations of the Human Mind: An excerpt from the writings of George Boole,1990,Book,2008.30.3
48,,Roman Verostko,Art and Algorithm/Mind and Machine: Homage to George Boole,1991,Drawing,2008.30.4
49,,Roman Verostko,2000 Improvisations Celebrating 2000 Years,1999,Drawing,2008.30.5
0,,Roman Verostko,Cyberflower Number IV,2002,Drawing,2008.30.6
1,,Roman Verostko,"Pearl Park Scripture—Genesis 1, 6",2004,Drawing,2008.30.7
2,,Mary Cassatt,"In the Omnibus, also called The Tramway",1890–91,Print,2008.31.1
3,,Henri Matisse,Repose on the Banquette,1929,Print,2008.31.2
4,,Jean-Pierre Hébert,Theodorus,2008,Print,2008.32.1
5,,Jean-Pierre Hébert,Heptagonal,2008,Print,2008.32.2
6,,Jean-Pierre Hébert,Tourbillon Noir,2008,Print,2008.32.3
7,,Jean-Pierre Hébert,Cuneiform,2008,Print,2008.32.4
8,,Jean-Pierre Hébert,Cuneiform 2,2008,Print,2008.32.5
9,,Shirin Neshat,"Untitled (men), from the series Rapture",1999,Photograph,2008.33.1
10,,Shirin Neshat,"Untitled (women), from the series Rapture",1999,Photograph,2008.33.2
11,,Mary Cassatt,Standing Nude with a Towel,ca. 1879,Print,2009.1
12,,June Leaf,Man and Serpent,1990,Print,2009.2.1
13,,June Leaf,Rider,1990,Print,2009.2.2
14,,Gladys Nilsson,The Juggler,1993,Print,2009.3
15,,Aaron Fink,Safe Places from the portfolio Perhaps,1985,Print,2009.4c
16,,Aaron Fink,"Safe Places, poem, from the portfolio Perhaps",1985,Print,2009.4d
17,,Aaron Fink,Perhaps a Castle from the portfolio Perhaps9,1985,Print,2009.4e
18,,Aaron Fink,"Perhaps a Castle, poem, from the portfolio Perhaps",1985,Print,2009.4f
19,,Aaron Fink,Fat Silence from the portfolio Perhaps,1985,Print,2009.4g
20,,Aaron Fink,"Fat Silence, poem, from the portfolio Perhaps",1985,Print,2009.4h
21,,Aaron Fink,The Self-Made Man and the Moon from the portfolio Perhaps,1985,Print,2009.4i
22,,Aaron Fink,"The Self-Made Man and the Moon, poem, from the portfolio Perhaps",1985,Print,2009.4j
23,,Aaron Fink,The Father's Room from the portfolio Perhaps,1985,Print,2009.4k
24,,Aaron Fink,"The Father's Room, poem, from the portfolio Perhaps",1985,Print,2009.4l
25,,Aaron Fink,Postcards from Silence from the portfolio Perhaps,1985,Print,2009.4m
26,,Aaron Fink,"Postcards from Silence, poem, from the portfolio Perhaps",1985,Print,2009.4n
27,,Aaron Fink,I Lifted the Lid on the Black Enameled Box... from the portfolio Perhaps,1985,Print,2009.4o
28,,Aaron Fink,"I Lifted the Lid on the Black Enameled Box...,poem, from the portfolio Perhaps",1985,Print,2009.4p
29,Image Not Available for Songs of a Celtic Harp,Marilyn Propp,Songs of a Celtic Harp,1989,Drawing,2009.5
30,,Walter Burley Griffin,"Jenkins Lewis Dickinson Dwelling, Hollister, California","December 26, 1906",Architecture & Design,2009.6.1
31,,Walter Burley Griffin,"Jenkins Lewis Dickinson Dwelling, Hollister, California","December 26, 1906",Architecture & Design,2009.6.2
32,,Walter Burley Griffin,"Jenkins Lewis Dickinson Dwelling, Hollister, California","December 26, 1906",Architecture & Design,2009.6.3
33,,Walter Burley Griffin,"Temple of Music, Chicago, Illinois",ca. 1907,Architecture & Design,2009.6.4
34,,Walter Burley Griffin,"Temple of Music, Chicago, Illinois",ca. 1907,Architecture & Design,2009.6.5
35,,Marion Mahony Griffin,"Grounds of Mrs. Jessie Willard Bolte, Hubbard Woods, Illinois",1909,Architecture & Design,2009.6.6
36,,Marion Mahony Griffin,"Grounds of Mrs. Jessie Willard Bolte, Hubbard Woods, Illinois",1909,Architecture & Design,2009.6.7
37,,Walter Burley Griffin,"F.B. Carter, Jr. Dwelling, Evanston, Illinois",1909,Architecture & Design,2009.6.8
38,,Walter Burley Griffin,"F.B. Carter, Jr. Dwelling, Evanston, Illinois",1909,Architecture & Design,2009.6.9
39,,Walter Burley Griffin,"F.B. Carter, Jr. Dwelling, Evanston, Illinois",1909,Architecture & Design,2009.6.10
40,,Walter Burley Griffin,"F.B. Carter, Jr. Dwelling, Evanston, Illinois",1909,Architecture & Design,2009.6.11
41,,Walter Burley Griffin,"Albert Cohn Two Flat Building, Chicago, Illinois",1909,Architecture & Design,2009.6.12
42,,Walter Burley Griffin,"Albert Cohn Two Flat Building, Chicago, Illinois",1909,Architecture & Design,2009.6.13
43,,Walter Burley Griffin,"Harry E. Gunn Dwelling, Chicago, Illinois",1909,Architecture & Design,2009.6.14
44,,Walter Burley Griffin,"Harry E. Gunn Dwelling, Chicago, Illinois",1909,Architecture & Design,2009.6.15
45,,Walter Burley Griffin,"Harry E. Gunn Dwelling, Chicago, Illinois",1909,Architecture & Design,2009.6.16
46,,Walter Burley Griffin,"Harry E. Gunn Dwelling, Chicago, Illinois",1909,Architecture & Design,2009.6.17
47,,Walter Burley Griffin,"Harry E. Gunn Dwelling, Chicago, Illinois",1909,Architecture & Design,2009.6.18
48,,Walter Burley Griffin,"Niles Club Company Clubhouse, Niles, Michigan",1909,Architecture & Design,2009.6.19
49,,Walter Burley Griffin,"Niles Club Company Clubhouse, Niles, Michigan",1909,Architecture & Design,2009.6.20
0,,Walter Burley Griffin,"Niles Club Company Clubhouse, Niles, Michigan",1909,Architecture & Design,2009.6.21
1,,Walter Burley Griffin,"Grounds for Ralph D. Griffin Dwelling, Edwardsville, Illinois",late 1909,Architecture & Design,2009.6.22
2,,Walter Burley Griffin,"Grounds for Ralph D. Griffin Dwelling, Edwardsville, Illinois",late 1909,Architecture & Design,2009.6.23
3,,Walter Burley Griffin,"Grounds for Ralph D. Griffin Dwelling, Edwardsville, Illinois",late 1909,Architecture & Design,2009.6.24
4,,Walter Burley Griffin,"Ralph D. Griffin Dwelling, Edwardsville, Illinois",1909,Architecture & Design,2009.6.25
5,,Walter Burley Griffin,"Ralph D. Griffin Dwelling, Edwardsville, Illinois",1909,Architecture & Design,2009.6.26
6,,Walter Burley Griffin,"G.B. Cooley Dwelling, Monroe, Louisiana",1910,Architecture & Design,2009.6.27
7,,Walter Burley Griffin,"F.P. Marshall Dwelling, Winnetka, Illinois",1910,Architecture & Design,2009.6.28
8,,Walter Burley Griffin,"F.P. Marshall Dwelling, Winnetka, Illinois",1910,Architecture & Design,2009.6.29
9,,Walter Burley Griffin,"Dr. Karl Stecher Bungalow, Chicago, Illinois",1910,Architecture & Design,2009.6.30
10,,Walter Burley Griffin,"Dr. Karl Stecher Bungalow, Chicago, Illinois",1910,Architecture & Design,2009.6.31
11,,Walter Burley Griffin,"Dr. Karl Stecher Bungalow, Chicago, Illinois",1910,Architecture & Design,2009.6.32
12,,Walter Burley Griffin,"William F. Tempel Dwelling, Kenilworth, Illinois",1910,Architecture & Design,2009.6.33
13,,Walter Burley Griffin,"William F. Tempel Dwelling, Kenilworth, Illinois",1910,Architecture & Design,2009.6.34
14,,Walter Burley Griffin,"William F. Tempel Dwelling, Kenilworth, Illinois",1910,Architecture & Design,2009.6.35
15,,Walter Burley Griffin,"Hurd Comstock House No. 1, Evanston, Illinois",late 1911–early 1912,Architecture & Design,2009.6.36
16,,Walter Burley Griffin,"Hurd Comstock House No. 1, Evanston, Illinois",late 1911–early 1912,Architecture & Design,2009.6.37
17,,Walter Burley Griffin,"Hurd Comstock House No. 1, Evanston, Illinois",late 1911–early 1912,Architecture & Design,2009.6.38
18,,Walter Burley Griffin,"Hurd Comstock House No. 1, Evanston, Illinois",late 1911–early 1912,Architecture & Design,2009.6.39
19,,Walter Burley Griffin,"Hurd Comstock Houses No. 1 and No. 2, Evanston, Illinois",late 1911–early 1912,Architecture & Design,2009.6.40
20,,Walter Burley Griffin,"Hurd Comstock Houses No. 1 and No. 2, Evanston, Illinois",late 1911–early 1912,Architecture & Design,2009.6.41
21,,Walter Burley Griffin,"Hurd Comstock Houses No. 1 and No. 2, Evanston, Illinois",late 1911–early 1912,Architecture & Design,2009.6.42
22,,Walter Burley Griffin,"Frank Pallma Dwelling (“Solid Rock”), Winnetka, Illinois",1911,Architecture & Design,2009.6.43
23,,Walter Burley Griffin,"Frank Pallma Dwelling (“Solid Rock”), Winnetka, Illinois",1911,Architecture & Design,2009.6.44
24,,Walter Burley Griffin,"Fred Purnell Dwelling, Attica, Indiana",1911,Architecture & Design,2009.6.45
25,,Walter Burley Griffin,"Fred Purnell Dwelling, Attica, Indiana",1911,Architecture & Design,2009.6.46
26,,Walter Burley Griffin,"B.J. Ricker Dwelling, Grinnell, Iowa",1911,Architecture & Design,2009.6.47
27,,Walter Burley Griffin,"B.J. Ricker Dwelling, Grinnell, Iowa",1911,Architecture & Design,2009.6.48
28,,Walter Burley Griffin,"E.J. Staten Store, Idalia, Florida",1911,Architecture & Design,2009.6.49
29,,Walter Burley Griffin,"E.J. Staten Store, Idalia, Florida",1911,Architecture & Design,2009.6.50
30,,Walter Burley Griffin,"William F. Tempel Dwelling, Winnetka, Illinois",late 1911,Architecture & Design,2009.6.51
31,,Marion Mahony Griffin,"Henry Ford Dwelling, Dearborn, Michigan",1912,Architecture & Design,2009.6.52
32,,Marion Mahony Griffin,"Henry Ford Dwelling, Dearborn, Michigan",1912,Architecture & Design,2009.6.53
33,,Marion Mahony Griffin,"Henry Ford Dwelling, Dearborn, Michigan",1912 (not built),Architecture & Design,2009.6.54
34,,Walter Burley Griffin,"William J. Holahan Dwelling, Mason City, Iowa",1912,Architecture & Design,2009.6.55
35,,Walter Burley Griffin,"William J. Holahan Dwelling, Mason City, Iowa",1912,Architecture & Design,2009.6.56
36,,Walter Burley Griffin,"Interlocking Squares, Winnetka, Illinois",ca. 1912,Architecture & Design,2009.6.57
37,,Walter Burley Griffin,"Interlocking Squares, Winnetka, Illinois",ca. 1912,Architecture & Design,2009.6.58
38,,Walter Burley Griffin,"J.G. Melson Dwelling, Mason City, Iowa",1912,Architecture & Design,2009.6.59
39,,Walter Burley Griffin,"J.G. Melson Dwelling, Mason City, Iowa",1914,Architecture & Design,2009.6.60
40,,Walter Burley Griffin,"J.G. Melson Dwelling, Mason City, Iowa",1914,Architecture & Design,2009.6.61
41,,Walter Burley Griffin,"H.M. Mess Dwelling, Winnetka, Illinois",1912,Architecture & Design,2009.6.62
42,,Walter Burley Griffin,"H.M. Mess Dwelling, Winnetka, Illinois",1912,Architecture & Design,2009.6.63
43,,Walter Burley Griffin,"H.M. Mess Dwelling, Winnetka, Illinois",1912,Architecture & Design,2009.6.64
44,,Walter Burley Griffin,"F.L. Morse Dwelling (“Greentrees”), Ithaca, New York",1912–1913,Architecture & Design,2009.6.65
45,,Walter Burley Griffin,"F.L. Morse Dwelling (“Greentrees”), Ithaca, New York",1912–1913,Architecture & Design,2009.6.66
46,,Walter Burley Griffin,"F.L. Morse Dwelling (“Greentrees”), Ithaca, New York",1912–1913,Architecture & Design,2009.6.67
47,,Walter Burley Griffin,"Walter Burley Griffin’s Own House, Winnetka, Illinois",1912,Architecture & Design,2009.6.68
48,,Walter Burley Griffin,"Walter Burley Griffin’s Own House, Winnetka, Illinois",1912,Architecture & Design,2009.6.69
49,,Walter Burley Griffin,"Walter Burley Griffin’s Own House, Winnetka, Illinois",1912,Architecture & Design,2009.6.70
0,,Walter Burley Griffin,"Walter Burley Griffin’s Own House, Winnetka, Illinois",1912,Architecture & Design,2009.6.71
1,,Walter Burley Griffin,"Residences J.E. Blythe, Esq., Mason City, Iowa",1913,Architecture & Design,2009.6.72
2,,Walter Burley Griffin,"J.E. Blythe Dwelling, Mason City, Iowa",July 1913,Architecture & Design,2009.6.73
3,,Walter Burley Griffin,"J.E. Blythe Dwelling, Mason City, Iowa",July 1913,Architecture & Design,2009.6.74
4,,Walter Burley Griffin,"J.E. Blythe Dwelling, Mason City, Iowa",July 1913,Architecture & Design,2009.6.75
5,,Walter Burley Griffin,"William Louis Koehne Villa and Studio, Palm Beach, Florida",ca. 1913,Architecture & Design,2009.6.76
6,,Walter Burley Griffin,"William Louis Koehne Villa and Studio, Palm Beach, Florida",ca. 1913,Architecture & Design,2009.6.77
7,,Walter Burley Griffin,"J.B. Franke Dwelling, Fort Wayne, Indiana",1914,Architecture & Design,2009.6.78
8,,Walter Burley Griffin,"J.B. Franke Dwelling, Fort Wayne, Indiana",1914,Architecture & Design,2009.6.79
9,,Walter Burley Griffin,"Newton Center Competitive Plan, Chicago, Illinois",1913,Architecture & Design,2009.6.80
10,,Walter Burley Griffin,"Newton Center Competitive Plan, Chicago, Illinois",1913,Architecture & Design,2009.6.81
11,,Walter Burley Griffin,"University of New Mexico, Albuquerque, New Mexico",August 1915,Architecture & Design,2009.6.82
12,,Walter Burley Griffin,"University of New Mexico, Albuquerque, New Mexico",August 1915,Architecture & Design,2009.6.83
13,,Walter Burley Griffin,"Science Hall, Future Chemistry Building, University of New Mexico, Albuquerque","December 14, 1915",Architecture & Design,2009.6.84
14,,Walter Burley Griffin,"Science Hall, Future Chemistry Building, University of New Mexico, Albuquerque","December 14, 1915",Architecture & Design,2009.6.85
15,,Walter Burley Griffin,"J. and J. Wearne and E. Finlay Dwelling, Castlecrag",1925,Architecture & Design,2009.6.86
16,,Walter Burley Griffin,"Victor E. Cromer Sanitarium, Covecrag, Sydney",1927,Architecture & Design,2009.6.87
17,,Walter Burley Griffin,"Victor E. Cromer Sanitarium, Covecrag, Sydney",1927,Architecture & Design,2009.6.88
18,,Walter Burley Griffin,"Victor E. Cromer Sanitarium, Covecrag, Sydney",1927,Architecture & Design,2009.6.89
19,,,Three Views of Castlecrag,ca. 1930,Architecture & Design,2009.6.90
20,,Walter Burley Griffin,Hotel Plan,ca. 1914–35,Architecture & Design,2009.6.91
21,,Walter Burley Griffin,Hotel Plan,ca. 1914–35,Architecture & Design,2009.6.92
22,,Marion Mahony Griffin,"The Town of Hill Crystals and its Suburb Rosary Crystals, Texas, Boerne, Texas",January 1943,Architecture & Design,2009.6.93
23,,Marion Mahony Griffin,"The Town of Hill Crystals and its Suburb Rosary Crystals, Texas, Boerne, Texas",January 1943,Architecture & Design,2009.6.94
24,,John Himmelfarb,Order Form,2001,Print,2009.7.1
25,,John Himmelfarb,Suspension,2001,Print,2009.7.2
26,,José Luis Cuevas,Recollections of Childhood,1962,Print,2009.8
27,,Larry Merrill,NYC,"2005, printed 2009",Photograph,2009.9.1
28,,Larry Merrill,NYC,"2006, printed 2009",Photograph,2009.9.2
29,,Michael Hopkins,Untitled (insect drawing),2000,Drawing,2009.10.1
30,,Michael Hopkins,Untitled (insect drawing),2000,Drawing,2009.10.2
31,,Paul Hertz,"Criadero, from the series Recordatori","1999, printed 2009",Print,2009.11
32,,Stephen Hannock,Final Study for Northern City Renaissance,2005,Drawing,2009.12.1
33,,Stephen Hannock,Northern City Renaissance,2008,Print,2009.12.2
34,,Alexej Smirnov,Untitled (Christ between two thieves),ca. 1964,Drawing,2009.13.2
35,,Seymour Rosofsky,Baby with Airplanes and Birds,1969,Drawing,2009.14.1
36,,Seymour Rosofsky,Man with Airplanes and Birds,1969,Drawing,2009.14.2
37,,Jan Sadeler I,Septentrio (North Wind) from the series The Four Winds,ca. 1580,Print,2009.15.1
38,,Jan Sadeler I,Occidens (West Wind) from the series The Four Winds,ca. 1580,Print,2009.15.2
39,,Jan Sadeler I,Meridies (South Wind) from the series The Four Winds,ca. 1580,Print,2009.15.3
40,,Jan Sadeler I,Oriens (East Wind) from the series The Four Winds,ca. 1580,Print,2009.15.4
41,,Hendrik Goudt,The Mocking of Ceres (also called Ceres Seeking Her Daughter),1610,Print,2009.16
42,,Guerrilla Girls,"Relax Senator Helms, the Art World is Your Kind of Place",1989,Print,2009.17
43,,Aegidius Sadeler II,Virgin and Child in a Landscape,ca. 1600,Print,2010.1
44,,David Teplica,Untitled (Swehla Twins),2000,Photograph,2010.2.1
45,,David Teplica,Kiss/Bite,1990,Photograph,2010.2.2
46,,David Teplica,The Payto Twins,1990,Photograph,2010.2.3
47,,David Teplica,Twins (the Swehla Twins),2000,Photograph,2010.2.4
48,,David Teplica,Inborn (the Biermann Twins),1997,Photograph,2010.2.5
49,,David Teplica,The Reed Twins,1990,Photograph,2010.2.6
0,,David Teplica,Untitled (The Dworkin Twins Entangled),1990,Photograph,2010.3.1
1,,David Teplica,Dialog,1990,Photograph,2010.3.2
2,,David Teplica,Two Elderly Twins Worry about an Invevitable Future Apart,1997,Photograph,2010.4
3,,David Teplica,Frères Frères,1995,Photograph,2010.5.1
4,,David Teplica,Ovum,1998,Photograph,2010.5.2
5,,David Teplica,Acosta Twins,1996,Photograph,2010.6
6,,Emil Armin,Cypress Gardens,1966,Print,2010.7.1
7,,Bernece Berkman,"Lunch Time, for May in the Chicago Society of Artists calendar",1933,Print,2010.7.2
8,,Fred Biesel,Emil Armin,1929,Print,2010.7.3
9,,Fred Biesel,Untitled (head of a woman),early 1930s,Print,2010.7.4
10,,Aaron Bohrod,Warm Matzos,ca. 1936,Drawing,2010.7.5
11,,Fritzi Brod,Waiting,ca. 1935,Print,2010.7.6
12,,Eleanor Coen,Untitled (five figures and a dog),1942,Print,2010.7.7
13,,Rowena Fry,Rifka Angel,1950,Drawing,2010.7.8
14,,Rowena Fry,Untitled (portrait of a man),1936,Drawing,2010.7.9
15,,Rowena Fry,Untitled (building with birds and Chicago skyline),1968/85,Drawing,2010.7.10
16,,Rowena Fry,Fountain in the Tree Garden (Christmas card),1957,Print,2010.7.11
17,,Todros Geller,"Beggars, from the Chicago Society of Artists calendar",1933,Print,2010.7.12
18,,Todros Geller,For the Sins We Have Committed,1926,Print,2010.7.13
19,,Todros Geller,Horse Radish Grinder from the portfolio Yiddish Motifs,1926,Print,2010.7.14b
20,,Todros Geller,Talmudic Student from the portfolio Yiddish Motifs,1926,Print,2010.7.14c
21,,Todros Geller,Chassidic Dance from the portfolio Yiddish Motifs,1926,Print,2010.7.14d
22,,Todros Geller,Shadows,1933,Print,2010.7.15
23,,Todros Geller,Winter,1924,Print,2010.7.16
24,,Samuel Greenburg,Cabbalist,early 1940s,Print,2010.7.17
25,,Vinol M. S. Hannell,"Untitled sketchbook drawing (Shepherd, possibly Christ, with flock of sheep)",ca. 1920s,Drawing,2010.7.18
26,,Natalie Smith Henry,Great Lakes Naval Hospital—Convalescent Ward,early to mid 1940s,Drawing,2010.7.19
27,,William Jacobs,Deer,1934,Print,2010.7.20
28,,William Jacobs,Flood,1938,Print,2010.7.21
29,,Clara MacGowan,"August: Spacial Orbits, from the Chicago Society of Artists calendar",1936,Print,2010.7.22
30,,Anne Michalov,Helen II,1932,Print,2010.7.23
31,,Edward Millman,Pelts Cleaned and Stretched to Dry,1947,Drawing,2010.7.24
32,,Gregory Orloff,"September: Indian, from the Chicago Society of Artists calendar",1936,Print,2010.7.25
33,,Tunis Ponsen,Untitled (harbor scene),Undated,Drawing,2010.7.26
34,,Frederick Remahl,"Indian Mound, Lake Defiance, Illinois",1939,Drawing,2010.7.27
35,,Ethel Spears,Rider,ca. 1948,Print,2010.7.28
36,,Ethel Spears,Snowshoe Rabbit,1940,Print,2010.7.29
37,,Grace Spongberg,Tugboat,ca. 1941,Drawing,2010.7.30
38,,Grace Spongberg,Near West Side,ca. 1941,Drawing,2010.7.31
39,,Frances Strain,Untitled (houses by hill),1925,Drawing,2010.7.32
40,,Frances Strain,Untitled (country road),1932,Drawing,2010.7.33
41,,Morris Topchevsky,Chicago River No. 2,ca. 1938,Print,2010.7.34
42,,Morris Topchevsky,Untitled (seascape),1945,Drawing,2010.7.35
43,,Richard Vaux,Archetypal Landscape II,2009,Drawing,2010.8
44,,William Conger,Untitled,1981,Drawing,2010.9
45,,Robert Motherwell,Poet I,1962,Print,2010.10.1
46,,Robert Motherwell,Elegy Black Black,1983,Print,2010.10.2
47,,Ron Adams,Blackburn,2002,Print,2010.11
48,,Leon Golub,Orator II,1965,Print,2010.12.1
49,,Michiko Itatani,"Reading Room, from the series Cosmic Theater",2007,Drawing,2010.12.2
0,,Leon Golub,Alerted II,"1949, printed 1987",Print,2010.12.3
1,,William Conger,"No. 27, from the series Criss Cross",2009,Drawing,2010.13
2,,Philip Pearlstein,Two Female Models on Rocker and Stool,1975,Print,2010.14
3,,Nicholas Sistler,Introduction from the Hotel Suite portfolio,2010,Print,2010.15b
4,,Nicholas Sistler,R.S.V.P. from the Hotel Suite portfolio,2010,Print,2010.15c
5,,Nicholas Sistler,Concierge Apartment from the Hotel Suite portfolio,2010,Print,2010.15d
6,,Nicholas Sistler,Unexpected Invitation from the Hotel Suite portfolio,2010,Print,2010.15e
7,,Nicholas Sistler,Appointment from the Hotel Suite portfolio,2010,Print,2010.15f
8,,Nicholas Sistler,Sanctuary from the Hotel Suite portfolio,2010,Print,2010.15g
9,,Nicholas Sistler,Lodging for the Uninvited from the Hotel Suite portfolio,2010,Print,2010.15h
10,,Nicholas Sistler,Vacancy from the Hotel Suite portfolio,2010,Print,2010.15i
11,,Nicholas Sistler,Antechamber with Amenities from the Hotel Suite portfolio,2010,Print,2010.15j
12,,Nicholas Sistler,Hospitality Alcove from the Hotel Suite portfolio,2010,Print,2010.15k
13,,Nicholas Sistler,Chambermaid's Neglect from the Hotel Suite portfolio,2010,Print,2010.15l
14,,Nicholas Sistler,Within Earshot from the Hotel Suite portfolio,2010,Print,2010.15m
15,,Nicholas Sistler,Foyer from the Hotel Suite portfolio,2010,Print,2010.15n
16,,Nicholas Sistler,Secluded Threshold from the Hotel Suite portfolio,2010,Print,2010.15o
17,,Nicholas Sistler,Accomodating Enclosure from the Hotel Suite portfolio,2010,Print,2010.15p
18,,Nicholas Sistler,Oasis from the Hotel Suite portfolio,2010,Print,2010.15q
19,,Albrecht Dürer,The Four Horsemen of the Apocalypse,"1498, published 1511",Print,2010.16
20,,Bill Fick,Team Evil/High Anxiety,2004,Print,2010.17.1
21,Image Not Available for Genuine Jesse Helms Night Attire Souvenir,Bill and Roberta Smith,Genuine Jesse Helms Night Attire Souvenir,1990,Print,2010.17.2
22,,Jenny Schmid,Please Ask Please Tell,2010,Print,2010.17.3
23,,Enrique Chagoya,My Cat Santos Had a Nightmare,2010,Print,2010.18.1
24,,Enrique Chagoya,Return to Goya No. 9,2010,Print,2010.18.2
25,,José Bernal,Al pasar los años,1988,Mixed Media,2010.19.1
26,,José Bernal,Self-portrait,1988,Mixed Media,2010.19.2
27,,José Bernal,Projection of a Minotaur,1988,Mixed Media,2010.19.3
28,,Diane Thodos,"Fear Smear, from the series The Vomiters",2004,Print,2010.20
29,,Jenny Schmid,Sailor's Tattoo (Valentine's Day 2010),2010,Print,2010.21
30,,Albrecht Dürer,"Christ before Pilate, from the series Engraved Passion",1512,Print,2011.1
31,,Akio Takamori,Peony,2010,Print,2011.2
32,,Martin Mazorra,Bacchus,2007,Print,2011.3
33,,Martin Mazorra,Printpalooza Broadside,2011,Print,2011.4
34,,Jim Nutt,"Twixt, from the portfolio AGB Encore",1997,Print,2011.5
35,,Jeanine Coupe Ryding,To Kill a Mocking Bird,2010,Print,2011.6.1
36,,Nicholas Sistler,Double Indemnity,2010,Print,2011.6.2
37,,Claire Van Vliet,Kafka: Ein Landarzt/A Country Doctor,2010,Print,2011.6.3
38,,Joseph Sterling,The Age of Adolescence (soda fountain),"1959–64, printed 2006",Photograph,2011.7
39,,James A. McNeill Whistler,"Rotherhithe, plate 2 from A Series of Sixteen Etchings of Scenes on the Thames and Other Subjects (also called The Thames Set)",1860,Print,2011.8
40,,Thomas W. Harney,"New York, New York, from the series Stepping Stones",1973,Photograph,2011.9.1
41,,Thomas W. Harney,"Chicago, Illinois, from the series Stepping Stones",1985,Photograph,2011.9.2
42,,Thomas W. Harney,"Chicago, Illinois, from the series Stepping Stones",1990,Photograph,2011.9.3
43,,Thomas W. Harney,"Chicago, Illinois, from the series, Stepping Stones",1998,Photograph,2011.9.4
44,,Thomas W. Harney,"Chicago, Illinois, from the series Stepping Stones",2009,Photograph,2011.9.5
45,,Clinton Hill,Little Jeremy Road,1976,Drawing,2011.10.1
46,,Beverly Pepper,Senza Titolo,1975,Print,2011.10.2
47,,Seymour Rosofsky,Blind Men in the Park,1959,Print,2011.11.1
48,,Seymour Rosofsky,"Family, Home (also called Brick Man and Woman with Maid)",1963,Print,2011.11.2
49,,Seymour Rosofsky,"Brick Man, Woman, and Cat",ca. 1963,Print,2011.11.3
0,,Seymour Rosofsky,Salesman at the Door (also called Homeowner with Teapot),ca. 1963,Print,2011.11.4
1,,Seymour Rosofsky,Central City,1968,Print,2011.11.5
2,,Seymour Rosofsky,On the Beach,1968,Print,2011.11.6
3,,Seymour Rosofsky,"Good People of Lunidam, no. 2",1968,Print,2011.11.7
4,,Seymour Rosofsky,"Good People of Lunidam, no. 3",1968,Print,2011.11.8
5,,Seymour Rosofsky,"Good People of Lunidam, no. 4",1968,Print,2011.11.9
6,,Seymour Rosofsky,"Good People of Lunidam, no. 5",1968,Print,2011.11.10
7,,Seymour Rosofsky,"Good People of Lunidam, no. 6",1968,Print,2011.11.11
8,,Seymour Rosofsky,"Good People of Lunidam, no. 7",1968,Print,2011.11.12
